files,Classes ,Methods ,Added ,Lines ,Removed ,Modified ,Chunks ,Failingtests ,RelevantTestCount,StatementCoverage,RepairActions ,RepairPatterns ,correct
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.228587288,0.747747366,-0.59586717,0.463971772,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.284674073,0.296429864,-0.59586717,0.463971772,1
-0.178030042,-0.178030042,0.770805346,-0.600460538,-0.519316294,-0.295021833,0.487263164,-0.123206602,-0.25930083,-0.229861987,0.747747366,-0.59586717,-0.43304032,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,0.029919327,-0.231136687,0.747747366,-0.59586717,1.360983863,0
-0.178030042,-0.178030042,-0.405687024,0.847635562,0.414165474,-0.295021833,-0.700184882,0.817054306,-0.25930083,-0.405770541,0.725909422,-0.59586717,0.463971772,0
-0.178030042,-0.178030042,0.770805346,-0.238436513,2.5922896,6.367151518,-0.106460859,0.817054306,-0.25930083,-0.44528623,0.332826437,1.804153377,1.360983863,0
-0.178030042,-0.178030042,0.770805346,-0.057424501,0.103004885,0.756900275,-0.700184882,0.346923852,-0.25930083,-0.254081281,0.609440389,1.004146528,0.463971772,1
1.665852539,1.665852539,0.770805346,0.485611537,0.103004885,-0.295021833,-0.700184882,-0.123206602,0.029919327,-0.06670043,0.478412728,-0.59586717,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,-0.419448526,-0.674896589,-0.295021833,-0.700184882,-0.593337056,-0.25930083,0.004682751,0.784143938,-0.59586717,-0.43304032,1
-0.178030042,-0.178030042,-0.405687024,1.209659587,0.725326064,-0.295021833,-0.700184882,-0.123206602,-0.25930083,-0.440187432,0.580323131,-0.195863746,1.360983863,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.454209128,0.784143938,-0.59586717,-0.43304032,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.452934428,-0.489736106,-0.59586717,-0.43304032,1
-0.178030042,-0.178030042,-0.405687024,-0.419448526,-0.519316294,-0.295021833,-0.106460859,-0.123206602,-0.25930083,3.411954952,0.623999018,-0.195863746,-0.43304032,1
-0.178030042,-0.178030042,0.770805346,2.8387677,2.436709305,-0.295021833,0.487263164,4.107967483,0.029919327,3.409405553,0.623999018,0.604143103,-0.43304032,0
-0.178030042,-0.178030042,1.947297717,-0.238436513,0.103004885,-0.295021833,1.67471121,1.28718476,-0.25930083,-0.432539234,0.04893317,0.604143103,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.44528623,0.565764502,-0.995870595,-0.43304032,0
-0.178030042,-0.178030042,-0.405687024,-0.419448526,-0.519316294,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.435088633,0.034374541,0.204139679,0.463971772,0
1.665852539,1.665852539,0.770805346,-0.600460538,-0.519316294,-0.295021833,0.487263164,-0.123206602,0.029919327,-0.340760858,0.609440389,-0.995870595,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.057424501,-0.363735999,-0.295021833,-0.700184882,-0.123206602,-0.25930083,-0.456758527,0.704071478,-0.195863746,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,0.123587512,-0.208155705,-0.295021833,-0.700184882,0.817054306,-0.25930083,-0.432539234,0.784143938,-0.59586717,-1.330052412,0
-0.178030042,-0.178030042,0.770805346,1.571683612,1.658807832,0.05561887,1.080987187,-0.123206602,0.319139484,-0.366254851,0.376502324,2.604160226,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,-0.057424501,-0.363735999,-0.295021833,-0.700184882,-0.123206602,-0.25930083,2.334833736,-0.256798041,-0.59586717,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.461857326,0.143564259,-0.995870595,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.419448526,4.459253136,7.068432924,6.424503393,0.817054306,0.029919327,-0.061601632,-0.256798041,3.004163651,3.155008047,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.436363333,-1.195829616,-0.59586717,0.463971772,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.429989835,0.5148093,-0.59586717,0.463971772,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.435088633,-0.482456791,-0.59586717,0.463971772,1
-0.178030042,-0.178030042,0.770805346,-0.600460538,-0.519316294,-0.295021833,0.487263164,-0.123206602,0.60835964,-0.450385029,0.784143938,-0.195863746,0.463971772,1
-0.178030042,-0.178030042,-0.405687024,1.028647575,0.569745769,-0.295021833,-0.700184882,-0.593337056,-0.25930083,-0.377727148,0.784143938,-0.195863746,-0.43304032,1
1.665852539,1.665852539,0.770805346,0.485611537,0.103004885,-0.295021833,-0.700184882,-0.123206602,0.029919327,-0.399397043,0.784143938,-0.59586717,0.463971772,1
-0.178030042,-0.178030042,-0.405687024,0.485611537,0.414165474,-0.295021833,0.487263164,-0.123206602,-0.25930083,-0.350958455,0.725909422,-0.195863746,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.164852304,0.136284944,0.204139679,0.463971772,1
-0.178030042,-0.178030042,-0.405687024,-0.238436513,-0.363735999,-0.295021833,-0.106460859,-0.123206602,-0.25930083,-0.431264534,0.5148093,-0.995870595,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,0.485611537,0.258585179,0.05561887,-0.700184882,0.346923852,-0.25930083,-0.25663068,0.529367929,0.604143103,-0.43304032,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.519316294,-0.295021833,0.487263164,-0.123206602,0.029919327,-0.212016192,0.340105751,-0.59586717,-0.43304032,1
-0.178030042,-0.178030042,3.123790088,-0.600460538,-0.208155705,-0.295021833,1.67471121,0.817054306,-0.25930083,-0.421066937,-0.315032557,-0.59586717,-0.43304032,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.138083612,0.463854099,-0.995870595,0.463971772,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.208155705,1.107540978,-0.700184882,-0.593337056,-0.25930083,-0.419792237,0.492971357,-0.195863746,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,1.028647575,0.569745769,-0.295021833,-0.700184882,0.346923852,-0.25930083,-0.419792237,0.580323131,1.404149952,-1.330052412,0
-0.178030042,-0.178030042,-0.405687024,-0.057424501,-0.363735999,-0.295021833,-0.700184882,-0.593337056,-0.25930083,-0.237510185,0.500250671,-0.59586717,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,0.258585179,1.808822383,-0.106460859,-0.593337056,-0.25930083,-0.459307927,-0.184004895,0.204139679,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.460582626,0.543926559,-0.995870595,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.455483828,-1.749057521,0.204139679,-0.43304032,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,1.735724894,-0.162166952,-0.59586717,-0.43304032,1
10.88526545,10.88526545,6.653267201,-0.238436513,1.969968421,1.107540978,6.424503393,6.928750206,7.549643407,-0.172500502,0.281871235,1.804153377,3.155008047,0
-0.178030042,-0.178030042,-0.405687024,-0.238436513,1.036486653,2.860744492,-0.106460859,-0.123206602,-0.25930083,-0.432539234,-0.482456791,1.804153377,1.360983863,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.519316294,-0.295021833,0.487263164,-0.123206602,-0.25930083,-0.450385029,-0.125770379,-0.59586717,-0.43304032,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.208155705,0.05561887,1.080987187,-0.123206602,-0.25930083,-0.463132026,-1.639867803,3.8041705,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,0.69047117,0.143564259,-0.195863746,-0.43304032,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,0.258585179,1.458181681,0.487263164,-0.123206602,-0.25930083,-0.367529551,0.383781639,1.404149952,0.463971772,1
-0.178030042,-0.178030042,-0.405687024,1.209659587,1.036486653,-0.295021833,0.487263164,3.167706575,0.029919327,-0.40959464,0.653116277,2.204156801,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,0.029919327,-0.444011531,0.682233535,-0.59586717,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,0.304599525,1.347647242,1.808822383,1.080987187,0.817054306,-0.25930083,-0.250257182,0.558485188,1.004146528,1.360983863,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.44528623,0.150843573,-0.195863746,-0.43304032,1
1.665852539,1.665852539,0.770805346,0.66662355,0.258585179,-0.295021833,-0.700184882,-0.123206602,0.029919327,-0.317816264,0.784143938,-0.59586717,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.519316294,-0.295021833,0.487263164,-0.123206602,-0.25930083,-0.192895697,0.281871235,-0.59586717,-0.43304032,0
-0.178030042,-0.178030042,-0.405687024,0.123587512,-0.208155705,-0.295021833,-0.700184882,-0.593337056,-0.25930083,-0.192895697,0.201798775,-0.195863746,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.057424501,0.258585179,-0.295021833,1.67471121,0.346923852,-0.25930083,-0.394298244,0.725909422,0.604143103,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.455483828,-0.162166952,-0.59586717,-0.43304032,1
1.665852539,1.665852539,0.770805346,-0.600460538,0.725326064,2.860744492,-0.106460859,-0.123206602,0.029919327,-0.024635341,-2.142140506,1.804153377,0.463971772,1
-0.178030042,-0.178030042,-0.405687024,1.3906716,0.880906358,-0.295021833,-0.700184882,0.346923852,-0.25930083,-0.315266865,-0.373267073,1.004146528,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.519316294,-0.295021833,0.487263164,-0.123206602,-0.25930083,0.638208484,0.747747366,-0.995870595,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.519316294,-0.295021833,0.487263164,-0.123206602,-0.25930083,-0.437638033,-0.176725581,-0.195863746,-1.330052412,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.419792237,0.274591921,-0.995870595,-0.43304032,1
-0.178030042,-0.178030042,1.947297717,-0.419448526,-0.208155705,-0.295021833,1.080987187,0.346923852,-0.25930083,-0.421066937,0.005257283,0.204139679,1.360983863,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.44783563,0.543926559,-0.995870595,-0.43304032,1
-0.178030042,-0.178030042,-0.405687024,1.028647575,0.569745769,-0.295021833,-0.700184882,0.346923852,0.029919327,-0.459307927,0.784143938,1.004146528,-0.43304032,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.348409056,0.340105751,-0.995870595,-0.43304032,1
-0.178030042,-0.178030042,-0.405687024,-0.057424501,0.103004885,0.756900275,-0.700184882,-0.123206602,0.029919327,-0.450385029,0.587602446,1.004146528,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.208155705,0.406259573,0.487263164,0.346923852,-0.25930083,-0.44528623,0.230916033,-0.59586717,-0.43304032,0
-0.178030042,-0.178030042,-0.405687024,0.304599525,0.880906358,1.808822383,-0.700184882,0.817054306,-0.25930083,-0.44656093,0.230916033,1.804153377,1.360983863,0
-0.178030042,-0.178030042,-0.405687024,0.123587512,-0.208155705,-0.295021833,-0.700184882,-0.123206602,-0.25930083,-0.456758527,0.718630107,-0.195863746,-1.330052412,1
-0.178030042,-0.178030042,0.770805346,-0.057424501,-0.363735999,-0.295021833,-0.700184882,-0.123206602,-0.25930083,-0.456758527,0.718630107,-0.59586717,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.519316294,-0.295021833,0.487263164,-0.593337056,-0.25930083,-0.386650046,0.536647244,-0.195863746,0.463971772,1
-0.178030042,-0.178030042,0.770805346,0.847635562,0.725326064,-0.295021833,0.487263164,0.346923852,-0.25930083,0.230304591,0.260033292,1.404149952,2.257995955,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,0.230304591,0.260033292,-0.995870595,-0.43304032,1
-0.178030042,-0.178030042,-0.405687024,-0.238436513,-0.363735999,-0.295021833,-0.106460859,0.346923852,-0.25930083,-0.436363333,0.784143938,-0.59586717,-0.43304032,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,-0.247707783,0.616719704,-0.59586717,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,1.933707637,1.658807832,-0.295021833,0.487263164,1.28718476,-0.25930083,-0.301245168,0.274591921,0.204139679,0.463971772,0
1.665852539,1.665852539,0.770805346,-0.600460538,-0.519316294,-0.295021833,0.487263164,-0.123206602,0.029919327,-0.29614637,-0.234960097,-0.995870595,0.463971772,1
-0.178030042,-0.178030042,0.770805346,0.847635562,0.414165474,-0.295021833,-0.700184882,-0.123206602,0.029919327,0.248150387,0.704071478,-0.195863746,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,-0.419448526,-0.05257541,-0.295021833,1.67471121,-0.593337056,-0.25930083,-0.455483828,-0.57708788,0.604143103,-0.43304032,0
-0.178030042,-0.178030042,-0.405687024,0.304599525,-0.05257541,-0.295021833,-0.700184882,-0.123206602,1.765240268,4.476329172,-1.072081269,0.604143103,-0.43304032,0
-0.178030042,-0.178030042,-0.405687024,-0.057424501,-0.363735999,-0.295021833,-0.700184882,-0.593337056,-0.25930083,4.174225351,-0.060256548,-0.195863746,-1.330052412,1
-0.178030042,-0.178030042,-0.405687024,1.571683612,1.036486653,-0.295021833,-0.700184882,-0.123206602,-0.25930083,2.779703919,-0.555249937,0.604143103,0.463971772,0
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,4.44573638,0.310988493,-0.995870595,-0.43304032,1
-0.178030042,-0.178030042,-0.405687024,-0.600460538,-0.674896589,-0.295021833,-0.106460859,-0.593337056,-0.25930083,0.515837316,0.784143938,0.204139679,0.463971772,1
-0.178030042,-0.178030042,-0.405687024,-0.419448526,-0.519316294,0.05561887,-0.700184882,-0.123206602,0.029919327,2.979831766,0.43473684,0.204139679,0.463971772,1
-0.178030042,-0.178030042,0.770805346,0.485611537,0.569745769,-0.295021833,1.080987187,1.28718476,-0.25930083,4.569382247,0.347385066,0.604143103,-0.43304032,0
